# Experiment Results
# Name,D_A1_wall_baseline
# Architecture,11→256→3
# Memory Size,100000
# Wall Obstacle,True
# Final Record,40
# Final Avg (last 100),3.23
# Overall Avg,1.92
# Overall Std,4.33
# Block Averages (per 100 eps),"0.04, 0.62, 2.31, 3.38, 3.23"
# --- Observational Notes ---
# Training Stability (avg variance),40.86
# Max Performance Drop (forgetting),1.10
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
90,0,1,0.04,401,9108,0.07,0.27,0.05,0.00,0
91,0,1,0.04,401,9509,0.07,0.27,0.05,0.00,0
92,0,1,0.04,401,9910,0.07,0.27,0.05,0.00,0
93,0,1,0.04,401,10311,0.07,0.27,0.05,0.00,0
94,0,1,0.04,401,10712,0.07,0.27,0.05,0.00,0
95,0,1,0.04,401,11113,0.07,0.27,0.05,0.00,0
96,0,1,0.04,401,11514,0.07,0.27,0.05,0.00,0
97,0,1,0.04,401,11915,0.07,0.27,0.05,0.00,0
98,0,1,0.04,401,12316,0.07,0.27,0.05,0.00,0
99,0,1,0.04,1,12317,0.07,0.27,0.05,0.01,0
100,0,1,0.04,401,12718,0.07,0.27,0.05,0.01,0
101,0,1,0.04,401,13119,0.07,0.27,0.05,0.01,0
102,0,1,0.04,401,13520,0.07,0.27,0.05,0.01,0
103,0,1,0.04,401,13921,0.07,0.27,0.05,0.01,0
104,0,1,0.04,401,14322,0.07,0.27,0.05,0.01,0
105,0,1,0.04,401,14723,0.07,0.27,0.05,0.01,0
106,0,1,0.04,401,15124,0.07,0.27,0.05,0.01,0
107,0,1,0.04,401,15525,0.07,0.27,0.05,0.01,0
108,0,1,0.04,401,15926,0.07,0.27,0.05,0.01,0
109,0,1,0.04,401,16327,0.07,0.27,0.05,0.01,0
110,0,1,0.04,401,16728,0.07,0.27,0.05,0.01,0
111,0,1,0.04,401,17129,0.07,0.27,0.05,0.01,0
112,0,1,0.04,401,17530,0.07,0.27,0.05,0.01,0
113,0,1,0.04,401,17931,0.07,0.27,0.05,0.01,0
114,0,1,0.04,401,18332,0.07,0.27,0.05,0.01,0
115,0,1,0.04,401,18733,0.07,0.27,0.05,0.01,0
116,0,1,0.04,401,19134,0.07,0.27,0.05,0.01,0
117,0,1,0.04,401,19535,0.07,0.27,0.05,0.01,0
118,1,1,0.05,501,20036,0.09,0.30,0.05,-0.00,0
119,0,1,0.05,401,20437,0.09,0.30,0.05,-0.00,0
120,1,1,0.06,501,20938,0.11,0.32,0.06,-0.00,0
121,0,1,0.06,401,21339,0.11,0.32,0.06,-0.00,0
