# Experiment Results
# Name,D_C1_wall_small_memory
# Architecture,11→256→3
# Memory Size,10000
# Wall Obstacle,True
# Final Record,25
# Final Avg (last 100),2.43
# Overall Avg,1.66
# Overall Std,2.75
# Block Averages (per 100 eps),"0.35, 1.44, 1.81, 2.28, 2.43"
# --- Observational Notes ---
# Training Stability (avg variance),13.32
# Max Performance Drop (forgetting),0.59
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
385,25,25,2.17,1213,10000,20.01,4.47,2.17,-0.00,0
386,2,25,2.19,601,10000,19.44,4.41,2.17,-0.02,0
387,1,25,2.20,501,10000,19.36,4.40,2.18,-0.02,0
388,0,25,2.12,401,10000,19.36,4.40,2.18,0.06,0
389,0,25,2.10,26,10000,19.37,4.40,2.18,0.08,0
390,2,25,2.12,601,10000,19.25,4.39,2.18,0.06,0
391,1,25,2.10,501,10000,19.17,4.38,2.18,0.08,0
392,0,25,2.10,401,10000,19.17,4.38,2.18,0.08,0
393,2,25,2.12,601,10000,19.17,4.38,2.18,0.06,0
394,0,25,2.12,401,10000,19.25,4.39,2.18,0.06,0
395,0,25,2.12,401,10000,19.25,4.39,2.18,0.06,0
396,0,25,2.11,401,10000,19.25,4.39,2.18,0.07,0
397,7,25,2.12,1101,10000,19.64,4.43,2.18,0.06,0
