# Experiment Results
# Name,B3_deep_6hidden
# Architecture,11→256→256→256→128→128→64→3
# Memory Size,100000
# Wall Obstacle,False
# Final Record,1
# Final Avg (last 100),0.00
# Overall Avg,0.03
# Overall Std,0.16
# Block Averages (per 100 eps),"0.11, 0.02, 0.00, 0.01, 0.00"
# --- Observational Notes ---
# Training Stability (avg variance),0.00
# Max Performance Drop (forgetting),0.31
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
361,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
362,0,1,0.01,16,100000,0.02,0.14,0.31,0.30,0
363,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
364,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
365,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
366,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
367,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
368,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
369,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
370,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
371,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
372,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
373,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
374,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
375,0,1,0.01,401,100000,0.02,0.14,0.31,0.30,0
376,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
377,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
378,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
379,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
380,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
381,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
382,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
383,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
384,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
385,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
386,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
387,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
388,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
389,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
390,0,1,0.01,401,100000,0.00,0.00,0.31,0.30,0
